planName,skillLevel,goal,equipment,durationMinutes,focus,exercises,exerciseDetails
Intermediate Stamina - 20+ minutes (Kettlebell),Intermediate,Stamina,Kettlebell,23,Stamina,Jumping Jacks;Butt Kicks;Leg Swings;Jogging;Shuttle Runs,"[{""name"": ""Jumping Jacks"", ""duration"": 68, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 68, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 76, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jogging"", ""duration"": 375, ""sets"": 2, ""rest"": 20, ""category"": ""endurance""}, {""name"": ""Shuttle Runs"", ""duration"": 184, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}]"
Intermediate Endurance - 10-20 minutes (Kettlebell),Intermediate,Endurance,Kettlebell,15,Endurance,Arm Circles;Jumping Jacks;Tabata Intervals,"[{""name"": ""Arm Circles"", ""duration"": 54, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 65, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Tabata Intervals"", ""duration"": 240, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}]"
Beginner Power - 10-20 minutes (Kettlebell),Beginner,Power,Kettlebell,15,Power,Jumping Jacks;Leg Swings;Butt Kicks;Jump Squats;Shuttle Runs,"[{""name"": ""Jumping Jacks"", ""duration"": 42, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 42, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 51, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Squats"", ""duration"": 42, ""sets"": 3, ""rest"": 39, ""category"": ""power""}, {""name"": ""Shuttle Runs"", ""duration"": 110, ""sets"": 4, ""rest"": 39, ""category"": ""stamina""}]"
Pro Power - 5-10 minutes (None),Pro,Power,None,5,Power,High Knees;Burpees,"[{""name"": ""High Knees"", ""duration"": 113, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Burpees"", ""duration"": 59, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
Intermediate Fat Loss - 10-20 minutes (Kettlebell),Intermediate,Fat Loss,Kettlebell,14,Fat Loss,Arm Circles;Leg Swings;Mountain Climbers;Plyometric Push-ups,"[{""name"": ""Arm Circles"", ""duration"": 56, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 72, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 61, ""sets"": 4, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Plyometric Push-ups"", ""duration"": 71, ""sets"": 4, ""rest"": 30, ""category"": ""power""}]"
Pro Stamina - 5-10 minutes (Kettlebell),Pro,Stamina,Kettlebell,4,Stamina,Jumping Jacks;Plyometric Push-ups,"[{""name"": ""Jumping Jacks"", ""duration"": 132, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 44, ""sets"": 2, ""rest"": 24, ""category"": ""power""}]"
Intermediate Fat Loss - 5-10 minutes (Kettlebell),Intermediate,Fat Loss,Kettlebell,3,Fat Loss,Jumping Jacks;Plyometric Push-ups,"[{""name"": ""Jumping Jacks"", ""duration"": 118, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 35, ""sets"": 2, ""rest"": 30, ""category"": ""power""}]"
Pro Stamina - 20+ minutes (None),Pro,Stamina,None,24,Stamina,Jumping Jacks;Arm Circles;Butt Kicks;Shuttle Runs;Jump Rope,"[{""name"": ""Jumping Jacks"", ""duration"": 128, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 97, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 75, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Shuttle Runs"", ""duration"": 157, ""sets"": 3, ""rest"": 24, ""category"": ""stamina""}, {""name"": ""Jump Rope"", ""duration"": 278, ""sets"": 2, ""rest"": 24, ""category"": ""endurance""}]"
Intermediate Fat Loss - 20+ minutes (None),Intermediate,Fat Loss,None,26,Fat Loss,Arm Circles;Leg Swings;Jumping Jacks;Tabata Intervals,"[{""name"": ""Arm Circles"", ""duration"": 69, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 63, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 67, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Tabata Intervals"", ""duration"": 429, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}]"
Beginner Endurance - 20+ minutes (None),Beginner,Endurance,None,24,Endurance,Butt Kicks;High Knees;Arm Circles;Jogging,"[{""name"": ""Butt Kicks"", ""duration"": 45, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 52, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 57, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jogging"", ""duration"": 410, ""sets"": 3, ""rest"": 26, ""category"": ""endurance""}]"
Intermediate Stamina - 10-20 minutes (None),Intermediate,Stamina,None,15,Stamina,Butt Kicks;Leg Swings;Explosive Lunges;Shuttle Runs,"[{""name"": ""Butt Kicks"", ""duration"": 89, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 84, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Explosive Lunges"", ""duration"": 82, ""sets"": 3, ""rest"": 30, ""category"": ""power""}, {""name"": ""Shuttle Runs"", ""duration"": 117, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}]"
Pro Stamina - 5-10 minutes (Kettlebell),Pro,Stamina,Kettlebell,8,Stamina,Jumping Jacks;Explosive Lunges,"[{""name"": ""Jumping Jacks"", ""duration"": 140, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Explosive Lunges"", ""duration"": 102, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
Beginner Fat Loss - 20+ minutes (Kettlebell),Beginner,Fat Loss,Kettlebell,16,Fat Loss,High Knees;Leg Swings;Butt Kicks;Jump Rope HIIT;Shuttle Runs,"[{""name"": ""High Knees"", ""duration"": 44, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 56, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 34, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Rope HIIT"", ""duration"": 88, ""sets"": 4, ""rest"": 39, ""category"": ""fatloss""}, {""name"": ""Shuttle Runs"", ""duration"": 149, ""sets"": 2, ""rest"": 39, ""category"": ""stamina""}]"
Pro Power - 5-10 minutes (Kettlebell),Pro,Power,Kettlebell,5,Power,Jumping Jacks;Tuck Jumps,"[{""name"": ""Jumping Jacks"", ""duration"": 85, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Tuck Jumps"", ""duration"": 39, ""sets"": 4, ""rest"": 24, ""category"": ""power""}]"
Beginner Fat Loss - 20+ minutes (None),Beginner,Fat Loss,None,13,Fat Loss,Butt Kicks;Jumping Jacks;Leg Swings;Shuttle Runs;Jump Rope HIIT,"[{""name"": ""Butt Kicks"", ""duration"": 49, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 76, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 58, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Shuttle Runs"", ""duration"": 104, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}, {""name"": ""Jump Rope HIIT"", ""duration"": 76, ""sets"": 2, ""rest"": 39, ""category"": ""fatloss""}]"
Intermediate Endurance - 20+ minutes (None),Intermediate,Endurance,None,21,Endurance,Jumping Jacks;Arm Circles;Leg Swings;Circuit Training;Mountain Climbers,"[{""name"": ""Jumping Jacks"", ""duration"": 111, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 67, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 70, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Circuit Training"", ""duration"": 379, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}, {""name"": ""Mountain Climbers"", ""duration"": 96, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}]"
Intermediate Fat Loss - 20+ minutes (None),Intermediate,Fat Loss,None,10,Fat Loss,Jumping Jacks;Arm Circles;Leg Swings;Plyometric Push-ups;Mountain Climbers,"[{""name"": ""Jumping Jacks"", ""duration"": 61, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 80, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 87, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 34, ""sets"": 2, ""rest"": 30, ""category"": ""power""}, {""name"": ""Mountain Climbers"", ""duration"": 117, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}]"
Pro Stamina - 20+ minutes (None),Pro,Stamina,None,21,Stamina,Butt Kicks;High Knees;Leg Swings;Plyometric Push-ups;Tuck Jumps;Mountain Climbers;Burpees,"[{""name"": ""Butt Kicks"", ""duration"": 115, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 114, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 107, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 89, ""sets"": 2, ""rest"": 24, ""category"": ""power""}, {""name"": ""Tuck Jumps"", ""duration"": 63, ""sets"": 2, ""rest"": 24, ""category"": ""power""}, {""name"": ""Mountain Climbers"", ""duration"": 106, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}, {""name"": ""Burpees"", ""duration"": 83, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
Intermediate Endurance - 5-10 minutes (None),Intermediate,Endurance,None,3,Endurance,Jumping Jacks;Mountain Climbers,"[{""name"": ""Jumping Jacks"", ""duration"": 66, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 49, ""sets"": 2, ""rest"": 30, ""category"": ""stamina""}]"
Intermediate Endurance - 5-10 minutes (Gym),Intermediate,Endurance,Gym,4,Endurance,Arm Circles;Mountain Climbers,"[{""name"": ""Arm Circles"", ""duration"": 68, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 46, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}]"
Pro Stamina - 10-20 minutes (Kettlebell),Pro,Stamina,Kettlebell,17,Stamina,High Knees;Leg Swings;Jump Rope;Tuck Jumps;Broad Jumps,"[{""name"": ""High Knees"", ""duration"": 107, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 80, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Rope"", ""duration"": 217, ""sets"": 2, ""rest"": 24, ""category"": ""endurance""}, {""name"": ""Tuck Jumps"", ""duration"": 67, ""sets"": 2, ""rest"": 24, ""category"": ""power""}, {""name"": ""Broad Jumps"", ""duration"": 89, ""sets"": 2, ""rest"": 24, ""category"": ""power""}]"
Pro Endurance - 5-10 minutes (None),Pro,Endurance,None,8,Endurance,Leg Swings;Mountain Climbers,"[{""name"": ""Leg Swings"", ""duration"": 117, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 102, ""sets"": 3, ""rest"": 24, ""category"": ""stamina""}]"
Pro Stamina - 20+ minutes (Gym),Pro,Stamina,Gym,27,Stamina,Butt Kicks;High Knees;Leg Swings;Mountain Climbers;Broad Jumps;Shuttle Runs,"[{""name"": ""Butt Kicks"", ""duration"": 89, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 62, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 96, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 96, ""sets"": 3, ""rest"": 24, ""category"": ""stamina""}, {""name"": ""Broad Jumps"", ""duration"": 113, ""sets"": 3, ""rest"": 24, ""category"": ""power""}, {""name"": ""Shuttle Runs"", ""duration"": 305, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}]"
Intermediate Power - 5-10 minutes (Kettlebell),Intermediate,Power,Kettlebell,8,Power,Butt Kicks;High Knees;Broad Jumps,"[{""name"": ""Butt Kicks"", ""duration"": 53, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 81, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Broad Jumps"", ""duration"": 62, ""sets"": 4, ""rest"": 30, ""category"": ""power""}]"
Intermediate Stamina - 20+ minutes (Kettlebell),Intermediate,Stamina,Kettlebell,26,Stamina,Jumping Jacks;High Knees;Butt Kicks;Burpees;Interval Running,"[{""name"": ""Jumping Jacks"", ""duration"": 113, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 71, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 63, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Burpees"", ""duration"": 84, ""sets"": 3, ""rest"": 30, ""category"": ""power""}, {""name"": ""Interval Running"", ""duration"": 301, ""sets"": 3, ""rest"": 30, ""category"": ""stamina""}]"
Pro Stamina - 5-10 minutes (Kettlebell),Pro,Stamina,Kettlebell,7,Stamina,Jumping Jacks;Jump Squats;Tuck Jumps,"[{""name"": ""Jumping Jacks"", ""duration"": 109, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Squats"", ""duration"": 41, ""sets"": 3, ""rest"": 24, ""category"": ""power""}, {""name"": ""Tuck Jumps"", ""duration"": 76, ""sets"": 2, ""rest"": 24, ""category"": ""power""}]"
Pro Fat Loss - 10-20 minutes (Kettlebell),Pro,Fat Loss,Kettlebell,17,Fat Loss,Butt Kicks;Jumping Jacks;Explosive Lunges;Mountain Climbers;Plyometric Push-ups,"[{""name"": ""Butt Kicks"", ""duration"": 81, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 133, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Explosive Lunges"", ""duration"": 78, ""sets"": 3, ""rest"": 24, ""category"": ""power""}, {""name"": ""Mountain Climbers"", ""duration"": 111, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}, {""name"": ""Plyometric Push-ups"", ""duration"": 113, ""sets"": 2, ""rest"": 24, ""category"": ""power""}]"
Pro Fat Loss - 20+ minutes (None),Pro,Fat Loss,None,19,Fat Loss,Arm Circles;Leg Swings;Jumping Jacks;Plyometric Push-ups;Mountain Climbers,"[{""name"": ""Arm Circles"", ""duration"": 115, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 91, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 150, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Plyometric Push-ups"", ""duration"": 53, ""sets"": 2, ""rest"": 24, ""category"": ""power""}, {""name"": ""Mountain Climbers"", ""duration"": 143, ""sets"": 4, ""rest"": 24, ""category"": ""stamina""}]"
Beginner Endurance - 20+ minutes (Kettlebell),Beginner,Endurance,Kettlebell,18,Endurance,Leg Swings;High Knees;Arm Circles;Shuttle Runs;Jogging,"[{""name"": ""Leg Swings"", ""duration"": 59, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 49, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 56, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Shuttle Runs"", ""duration"": 149, ""sets"": 2, ""rest"": 39, ""category"": ""stamina""}, {""name"": ""Jogging"", ""duration"": 277, ""sets"": 2, ""rest"": 26, ""category"": ""endurance""}]"
Pro Endurance - 20+ minutes (None),Pro,Endurance,None,28,Endurance,Butt Kicks;Leg Swings;Jumping Jacks;Jogging;Mountain Climbers,"[{""name"": ""Butt Kicks"", ""duration"": 111, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 83, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 109, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jogging"", ""duration"": 478, ""sets"": 2, ""rest"": 16, ""category"": ""endurance""}, {""name"": ""Mountain Climbers"", ""duration"": 118, ""sets"": 3, ""rest"": 24, ""category"": ""stamina""}]"
Beginner Stamina - 10-20 minutes (None),Beginner,Stamina,None,16,Stamina,Arm Circles;Leg Swings;High Knees;Circuit Training,"[{""name"": ""Arm Circles"", ""duration"": 39, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Leg Swings"", ""duration"": 56, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 44, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Circuit Training"", ""duration"": 382, ""sets"": 2, ""rest"": 39, ""category"": ""stamina""}]"
Beginner Endurance - 5-10 minutes (None),Beginner,Endurance,None,7,Endurance,Arm Circles;High Knees;Shuttle Runs,"[{""name"": ""Arm Circles"", ""duration"": 52, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 57, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Shuttle Runs"", ""duration"": 124, ""sets"": 2, ""rest"": 39, ""category"": ""stamina""}]"
Intermediate Fat Loss - 20+ minutes (Kettlebell),Intermediate,Fat Loss,Kettlebell,27,Fat Loss,Butt Kicks;Arm Circles;Jumping Jacks;Jump Rope HIIT;Broad Jumps,"[{""name"": ""Butt Kicks"", ""duration"": 52, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 85, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 94, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jump Rope HIIT"", ""duration"": 238, ""sets"": 4, ""rest"": 30, ""category"": ""fatloss""}, {""name"": ""Broad Jumps"", ""duration"": 87, ""sets"": 3, ""rest"": 30, ""category"": ""power""}]"
Beginner Power - 10-20 minutes (None),Beginner,Power,None,14,Power,Leg Swings;Butt Kicks;Jumping Jacks;Shuttle Runs;Jump Squats,"[{""name"": ""Leg Swings"", ""duration"": 55, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 60, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Jumping Jacks"", ""duration"": 56, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Shuttle Runs"", ""duration"": 95, ""sets"": 3, ""rest"": 39, ""category"": ""stamina""}, {""name"": ""Jump Squats"", ""duration"": 46, ""sets"": 4, ""rest"": 39, ""category"": ""power""}]"
Pro Power - 20+ minutes (Gym),Pro,Power,Gym,23,Power,Jumping Jacks;High Knees;Butt Kicks;Box Jumps;Explosive Lunges;Jump Squats,"[{""name"": ""Jumping Jacks"", ""duration"": 131, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""High Knees"", ""duration"": 91, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Butt Kicks"", ""duration"": 74, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Box Jumps"", ""duration"": 102, ""sets"": 4, ""rest"": 24, ""category"": ""power""}, {""name"": ""Explosive Lunges"", ""duration"": 66, ""sets"": 4, ""rest"": 24, ""category"": ""power""}, {""name"": ""Jump Squats"", ""duration"": 76, ""sets"": 3, ""rest"": 24, ""category"": ""power""}]"
Pro Endurance - 5-10 minutes (Gym),Pro,Endurance,Gym,7,Endurance,Leg Swings;Mountain Climbers,"[{""name"": ""Leg Swings"", ""duration"": 115, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Mountain Climbers"", ""duration"": 88, ""sets"": 3, ""rest"": 24, ""category"": ""stamina""}]"
Beginner Fat Loss - 20+ minutes (None),Beginner,Fat Loss,None,1,Fat Loss,Jumping Jacks;Arm Circles,"[{""name"": ""Jumping Jacks"", ""duration"": 42, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 43, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}]"
Pro Endurance - 20+ minutes (Gym),Pro,Endurance,Gym,25,Endurance,Jumping Jacks;Arm Circles;Battle Ropes;Brisk Walking,"[{""name"": ""Jumping Jacks"", ""duration"": 128, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Arm Circles"", ""duration"": 97, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Battle Ropes"", ""duration"": 57, ""sets"": 2, ""rest"": 24, ""category"": ""stamina""}, {""name"": ""Brisk Walking"", ""duration"": 572, ""sets"": 2, ""rest"": 16, ""category"": ""endurance""}]"
Intermediate Fat Loss - 5-10 minutes (Gym),Intermediate,Fat Loss,Gym,6,Fat Loss,High Knees;Battle Ropes,"[{""name"": ""High Knees"", ""duration"": 72, ""sets"": 1, ""rest"": 15, ""category"": ""warmup""}, {""name"": ""Battle Ropes"", ""duration"": 55, ""sets"": 4, ""rest"": 30, ""category"": ""stamina""}]"
